0	0.099597	0	-1	0	1.01833	0.0410574	0	0	0	0	0	0	89.0116	-103.378	-56.2568	-15.3954	-1542.35	-151.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.284541	0	-1	0	0.00431008	7.37869	0.750042	0	0	0	0	0	0	15.1039	-52.6752	16.7202	-1610.27	-4.74608	-470.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.00431008	0	-1	0	0.0217372	-0.0103494	0	0	0	0	0	0	60.1783	-29.5689	-12.832	0.174854	-1708.75	-5.33374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.134123	0	-1	0	0.0044914	0.948863	0.0292995	0	0	0	0	0	0	7.38661	-56.7693	18.725	-1721.93	-5.26775	-232.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.00449141	0	-1	0	0.011033	-0.000193854	0	0	0	0	0	0	61.5842	-60.4371	-26.2894	0.162983	-1743.85	-5.49525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.0222647	0	-1	0	0.00466486	-0.0499537	-0.000265541	0	0	0	0	0	0	-1.40004	-62.2761	29.3744	-1748.85	-5.72347	38.8702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.00466486	0	-1	0	0.00525633	1.88179e-05	0	0	0	0	0	0	62.0224	-91.083	-39.667	-0.0166027	-1751.19	-5.77567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.177201	0	-1	0	0.00481864	-1.92552	-0.0886696	0	0	0	0	0	0	-9.97982	-68.8406	47.645	-1694.28	-6.15425	302.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.00481864	0	-1	0	0.015682	-0.00107695	0	0	0	0	0	0	61.509	-120.105	-52.3554	-0.238473	-1731.53	-6.08593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.316232	0	-1	0	-0.11224	11.8044	1.703	0	0	0	0	0	0	9.98351	-27.4144	3.62923	-1764.1	-57.008	-572.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.11224	0	-1	0	-4.18675	-0.602576	0	0	0	0	0	0	30.011	-35.2388	-10.2616	-51.6699	-1888.31	206.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
